Identifier (RIC),Company Name,Country of Headquarters,"Company Market Cap
(EUR)","Total Assets
(FY-1, EUR)","Retained Earnings
(FY-1, EUR)","Earnings before Interest & Taxes (EBIT)
(FY-1, EUR)","Total Liabilities
(FY-1, EUR)","Revenue from Business Activities - Total
(FY-1, EUR)","Working Capital
(FY-1, EUR)",Organization Status Code,TRBC Economic Sector Name,Delisted Quote Flag,Issuer Rating,Credit Combined PD (%),Region
UKOGa.L,UK Oil & Gas PLC,United Kingdom,3912325.698,4035995.066,-45331393.56,-41367448.39,7003249.993,1332923.095,-3510030.818,Act,Energy,FALSE,,0.03,North
TERAN.L,Neoterra Group PLC,United Kingdom,12728610.49,2702368.491,-1909359.047,-1351184.245,1497513.369,,-449608.0328,Act,Basic Materials,FALSE,,0,North
HAVI.OL,Havila Shipping ASA,Norway,26329413.56,128113453.6,882131.5009,9504669.479,100309314.6,46866847.8,-30153430.29,Act,Industrials,FALSE,,0,North
XTR.L,Xtract Resources PLC,United Kingdom,17233423.32,25291962.48,-199539.8353,-227221.6621,2355262.102,1352949.288,1449835.682,Act,Basic Materials,FALSE,,0,North
KDNC.L,Cadence Minerals PLC,United Kingdom,32210952.98,23038200.4,-3482143.137,-1530574.344,1756642.596,,8181133.247,Act,Basic Materials,FALSE,,0,North
SOSS.L,Sosandar PLC,United Kingdom,26544143.81,27959639.21,-494726.3191,-390634.9659,6664185.736,54123994.96,19568004.83,Act,Consumer Cyclicals,FALSE,,0,North
EAAS.L,Eenergy Group PLC,United Kingdom,13013135.85,35694675.59,-9495861.629,-5463322.782,29281524.96,30279690.1,-1166137.245,Act,Industrials,FALSE,,0.01,North
HDD.L,Hardide PLC,United Kingdom,59866716.39,9308846.699,-1585097.735,-949857.8094,4915003.81,5679933.551,719298.1389,Act,Basic Materials,FALSE,,0,North
AKN.L,Arkadian Strategic Metals PLC,United Kingdom,4215096.039,9341756.289,-4243296.468,-861185.63,277024.7481,,-18066.8314,Act,Basic Materials,FALSE,,0,North
EIOF.OL,Eidesvik Offshore ASA,Norway,97442488.26,249626982.9,7031811.829,10457847.41,94347873.28,64536672.62,23379034.29,Act,Industrials,FALSE,,0,North
LND.L,Landore Resources Ltd,Guernsey,8177918.684,2841753.206,-3041183.218,-2808648.201,367000.9133,,2231432.017,Act,Basic Materials,FALSE,,0,North
NESTE.HE,Neste Oyj,Finland,20881485521,15581000000,-249000000,297000000,8164000000,20658000000,2345000000,Act,Energy,FALSE,BBB (high),0,North
YOU.L,YouGov PLC,United Kingdom,289452966.6,724091743.9,-15439056.37,47148502.92,506519811,398208892.5,-54274221.25,Act,Consumer Cyclicals,FALSE,,0,North
SRB.L,Serabi Gold PLC,United Kingdom,261058827.7,120638613.1,26871065.62,30552819.49,20009553.49,91312701.03,23274087.82,Act,Basic Materials,FALSE,,0,North
SOU.L,Sound Energy PLC,United Kingdom,5503582.247,70559158.14,-153016541.5,-5541870.887,49995264.36,0,9149041.536,Act,Energy,FALSE,,0.03,North
BSTH.L,Borders and Southern Petroleum PLC,United Kingdom,123138492.5,287315648.1,-1175500.3,-1119478.1,1140727.9,,1930834.1,Act,Energy,FALSE,,0,North
TSTL.L,Tristel PLC,United Kingdom,220258627.2,52051865.4,61363.82599,8308898.054,13805680.78,49484025.3,21382933.21,Act,Healthcare,FALSE,,0,North
SRES.L,Sunrise Resources Plc,United Kingdom,1901238,2549358.319,-791115.0746,-284744.7956,417135.2806,134553.1827,-48812.60442,Act,Basic Materials,FALSE,,0,North
SAXGR.ST,Saxlund Group AB,Sweden,7770219.332,14055967.69,-1316949.706,-557954.0122,8992268.546,26851078.14,2843154.01,Act,Industrials,FALSE,,0,North
AAK.ST,AAK AB (publ),Sweden,5401427421,3004354316,195555104.3,427770567.4,1243907183,3936258089,955668804.4,Act,Consumer Non-Cyclicals,FALSE,,0,North
KNEBV.HE,Kone Corp,Finland,22613429682,9284300000,19939927.38,1303000000,6391200000,11098400000,687200000,Act,Industrials,FALSE,,0,North
TVE1T.TL,Tallinna Vesi AS,Estonia,225722503.9,313841000,2683000,18982000,193688000,65078000,-5028000,Act,Utilities,FALSE,,0,North
ESNT.L,Essentra PLC,United Kingdom,268575609,596965594.9,4350356.562,34561166.02,269722106.8,365429951.2,105979519.6,Act,Industrials,FALSE,,0,North
CMPR.OQ,Cimpress PLC,Ireland,1958698857,1766233952,162123462.9,232361841.6,2279175928,3072782983,-192275764.8,Act,Industrials,FALSE,Ba3,0,North
BGO.L,Bango PLC,United Kingdom,58039401.61,66149661.5,-3526500.9,1453679.5,40860467.7,51550083,-13089876.8,Act,Technology,FALSE,,0,North
ATLA.CO,Atlantic Petroleum P/F,Faroe Islands,1754354.317,2131170.601,187220.0716,126735.6502,17259652.11,0,-12977596.47,Act,Energy,FALSE,,0.02,North
THRL.L,Thor Energy Plc,United Kingdom,6863674.698,15929813.21,-2919502.029,-780028.6343,284397.732,,722205.029,Act,Basic Materials,FALSE,,0,North
CLON.L,Clontarf Energy PLC,Ireland,1709045.969,2035312.087,-1003536.582,-812615.0218,1683850.926,,-1473335.246,Act,Energy,FALSE,,0,North
RRR.L,Red Rock Resources PLC,United Kingdom,2608855.568,22773059.89,-3358489.4,-2736590.625,7825067.888,,-5935770.091,Act,Basic Materials,FALSE,,0,North
STORYb.ST,Storytel AB (publ),Sweden,639736909.9,296114651.8,17186398.99,26308064.64,160546330.5,331834630,20405861.79,Act,Consumer Cyclicals,FALSE,,0,North
BLOE.L,Block Energy PLC,United Kingdom,16188454.11,28477629.7,-588233.1,-169032.5,4027803,7276124.7,3930247.1,Act,Energy,FALSE,,0,North
INDT.ST,Indutrade AB,Sweden,6515405041,3007412316,144687103.7,340573870.9,1552415736,2843416125,636937793.4,Act,Industrials,FALSE,,0,North
NHST.NFF,NHST Holding AS,Norway,12851326.9,45809139.83,-5607568.878,1198101.146,63934137.71,100460500.7,-29648626.71,Act,Industrials,FALSE,,0,North
ARNR.L,Ariana Resources PLC,United Kingdom,52326534.81,55096057.43,3253099.962,-3509287.627,2641633.179,,735935.3184,Act,Basic Materials,FALSE,,0,North
SHEL.L,Shell PLC,United Kingdom,1.87E+11,3.74E+11,7172773400,32996109900,2.00E+11,2.75E+11,31770382800,Act,Energy,FALSE,NR,0,North
STAR.L,Star Energy Group PLC,United Kingdom,40264626.74,161888852,-13649243.71,7213132.866,110357670.1,52749281.75,-6994406.606,Act,Energy,FALSE,,0,North
REAT.L,React Group PLC,United Kingdom,12051992.81,16716776.95,21614.96912,648449.0735,6315173.476,24916055.23,1583896.903,Act,Industrials,FALSE,,0,North
SRC.L,Sigmaroc PLC,United Kingdom,1600702072,2597920555,27283986.24,194109284.5,1687163741,1163123415,58666975.1,Act,Basic Materials,FALSE,,0,North
SEA1.OL,Sea1 Offshore Inc,Norway,334152238.6,790567900.2,96511762.1,106900016.6,398420227.4,329202867.5,36480111.2,Act,Energy,FALSE,,0,North
RKH.L,Rockhopper Exploration PLC,United Kingdom,708951397.2,343413188.3,44778158.1,-3289855.4,103505844,,59708074.4,Act,Energy,FALSE,,0,North
KDR.L,Karelian Diamond Resources PLC,Ireland,1708559.777,11811342,-237160,-418312,2069733,,-1948585,Act,Basic Materials,FALSE,,0,North
AZT.OL,Arcticzymes Technologies ASA,Norway,90916160.64,29342515.18,719812.506,-122376.6244,1786698.716,8868226.049,22823750.35,Act,Healthcare,FALSE,,0,North
GTC.L,Getech Group PLC,United Kingdom,3622194.117,8941191.167,-1906906.293,-1665219.817,3674842.863,5633711.748,147428.7502,Act,Basic Materials,FALSE,,0,North
DIALD.L,Diales Group PLC,United Kingdom,18969722.56,27578298.93,-435901.8772,1056731.823,10564916.57,51594931.28,11694899.12,Act,Industrials,FALSE,,0,North
IOX.OL,Interoil Exploration and Production ASA,Norway,3427095.18,46085986.7,-16586434.8,-12549938.7,77216943.7,16237744.9,-15348151,Act,Energy,FALSE,,0.05,North
TRAF.L,Trafalgar Property Group PLC,United Kingdom,10693685.18,1011084.927,-604341.5314,-443906.3474,4328962.892,0,676292.0478,Act,Consumer Cyclicals,FALSE,,0.01,North
ACCS.L,Accsys Technologies PLC,United Kingdom,216460963.8,180953000,-22850000,7649000,83631000,136632000,33553000,Act,Basic Materials,FALSE,,0,North
STEMS.L,SThree PLC,United Kingdom,226729131.1,610327676.1,37503128.62,79654250.73,310847061,1798138733,264865770.6,Act,Industrials,FALSE,,0,North
HIK.L,Hikma Pharmaceuticals PLC,United Kingdom,3768599930,4957964700,175793800,607551100,2716110800,3048380400,275281500,Act,Healthcare,FALSE,WR,0,North
SORA.L,SRT Marine Systems PLC,United Kingdom,246772935,,,,,,,Act,Technology,FALSE,,0,North
ORX.ST,Orexo AB,Sweden,77731576.74,51968532.17,-41763548.05,-37325078.92,63003544.97,2594931.751,18811070.91,Act,Healthcare,FALSE,CCC+,0,North
ALT.L,Altitude Group PLC,United Kingdom,20765299.65,16956425.53,812566.81,435469.1,4485331.73,27951557.04,4232389.04,Act,Technology,FALSE,,0,North
NYOR.ST,Nyorda AB,Sweden,35002825.04,108880365.6,-278278.0346,4040142.731,74058128.97,184650800.1,-5423145.245,Act,Consumer Cyclicals,FALSE,,0,North
NORD.NFF,Norda ASA,Norway,39596192.91,78999148.38,,13729008.91,53328682.93,31602005.11,14729881.35,Act,Healthcare,FALSE,,,North
ADME.L,Adm Energy PLC,United Kingdom,1253088.852,2242227.976,-20274631.36,-1720886.903,12535253.93,0,-3396790.838,Act,Energy,FALSE,,0.02,North
GENOb.ST,Genovis AB,Sweden,118568240.9,28606457.73,2875918.3,2572914.148,8688215.937,11389566.1,15726247.5,Act,Healthcare,FALSE,,0,North
HOMEb.TE,HomeMaid AB (publ),Sweden,49635493.38,21586162.57,825443.9456,3179009.824,16902441.81,43765751.95,-3194387.197,Act,Industrials,FALSE,,0,North
HASE.L,Hargreaves Services PLC,United Kingdom,297460607.5,351219708.1,528782.5323,11354723.58,125493020.7,248111814.6,90142145.81,Act,Industrials,FALSE,,0,North
CYAN.L,Cyanconnode Holdings PLC,United Kingdom,32477244.64,27040360.52,-4479436.885,-3668927.809,11331922.71,21905966.8,5329711.197,Act,Technology,FALSE,,0,North
NTVO.L,Nativo Resources PLC,United Kingdom,3024057.454,367627.3354,-2018800.545,-1535543.389,9075897.761,42499.6,-1425136.189,Act,Basic Materials,FALSE,,0.02,North
PLEX.L,Plexus Holdings PLC,United Kingdom,6103675.861,23497625.06,3461155.801,4251805.097,5312691.243,15014076.12,2569020.177,Act,Energy,FALSE,,0.01,North
ORR.L,Oriole Resources PLC,United Kingdom,20711643.08,17701117.48,-271897.2851,-1537125.985,3343732.391,,1355861.128,Act,Basic Materials,FALSE,,0,North
TAL1T.TL,Tallink Grupp AS,Estonia,456733480.7,1463941000,-4340000,59061000,681635000,785822000,-122089000,Act,Consumer Cyclicals,FALSE,,0,North
GUGEO.ST,Guideline Geo AB (publ),Sweden,9785215.915,14715971.54,288500.493,332360.9556,2709650.451,16163891.04,6605892.421,Act,Industrials,FALSE,,0,North
DRX.L,Drax Group PLC,United Kingdom,2945802740,6511758714,519384236.2,1016895846,3989639497,7348718979,373284761.7,Act,Energy,FALSE,,0,North
MASIb.BQB,Masify Capital AB (publ),Sweden,41995.02589,2778593.067,,-32746.18928,753458.2528,,-24461.00886,Act,Energy,FALSE,,,North
EXALT.TE,Exalt AB (publ),Sweden,1454724.734,1692841.297,1532.757162,34723.50694,1319682.772,4290969.795,349445.6542,Act,Technology,FALSE,,0.01,North
VIVE.ST,Vivesto AB,Sweden,8589821.306,15104861.82,-3473364.203,-3516088.837,1271516.558,,1995825.791,Act,Healthcare,FALSE,,0,North
QQ.L,QinetiQ Group PLC,United Kingdom,2488739224,2183541032,-280406603.7,199915099.9,1435352202,2306786183,100076973.6,Act,Industrials,FALSE,,0,North
GANA.L,Gana Media Group PLC,United Kingdom,36755904.64,1595459.476,-1131690.56,-1484532.56,633699.5108,514512.0795,130988.167,Act,Technology,FALSE,,0,North
CBRAIN.CO,Cbrain A/S,Denmark,131903295,52622251.31,6975825.234,11847704.56,13928717.35,35912591.69,6246793.494,Act,Technology,FALSE,,0,North
CEVI.ST,CellaVision AB,Sweden,292984807.3,88511986.2,7085212.137,15524069.99,17240744.03,63188510.31,25661253.87,Act,Healthcare,FALSE,,0,North
HUSQb.ST,Husqvarna AB,Sweden,1974853352,4962959874,65904538.87,255037231.7,2811700292,4224583839,823825302.3,Act,Consumer Cyclicals,FALSE,A1,0,North
CHRT.L,Cohort PLC,United Kingdom,644836819.2,295704529.4,10926601.84,21103683.3,167068093.5,237191581,70350685.89,Act,Technology,FALSE,,0,North
ENSU.OL,Ensurge Micropower ASA,Norway,54511078.35,11010294.1,-12481359.8,-10487742.2,14362933,58919.9,-290735.9,Act,Technology,FALSE,,0,North
RMV.L,Rightmove PLC,United Kingdom,3805209473,143196820,141025267,320911302.4,45480560.99,471146032.5,47996517.2,Act,Technology,FALSE,,0,North
NOM.OL,Nordic Mining ASA,Norway,76261545.83,276834365.9,-9774832.874,-3216890.53,156774059,,25833620.43,Act,Basic Materials,FALSE,,0.01,North
NAVA.OL,Navamedic ASA,Norway,34793262.41,39727956.42,-466135.9617,2702058.87,21314268.69,45163433.17,5029169.36,Act,Healthcare,FALSE,,0,North
PTEC.L,Playtech PLC,Isle of Man,1105483165,3297900000,-136200000,31500000,1482800000,848000000,605400000,Act,Consumer Cyclicals,FALSE,Ba2,0,North
PANR.L,Pantheon Resources PLC,United Kingdom,211004011.8,284350090.1,-12478202.78,-8184030.343,25874775.68,12501.69585,-111354.0509,Act,Energy,FALSE,,0.01,North
TMGT.L,Mission Group PLC,United Kingdom,19239950.08,186874399.8,1074296.384,8110998.123,91465038.28,188453821,20563893.78,Act,Consumer Cyclicals,FALSE,,0,North
GLR.L,Galileo Resources PLC,United Kingdom,12859414.68,16221091.23,-1230267.399,-1126915.211,2857188.349,,231114.3824,Act,Basic Materials,FALSE,,0,North
LRES.L,Lansdowne Resources PLC,Ireland,2522966.502,33448.87412,-18850170.68,-467130.8283,1314886.776,,-1281437.902,Act,Energy,FALSE,,0,North
ORIOLA.HE,Oriola Oyj,Finland,166792840.2,875600000,-32798735.07,21700000,742200000,1679700000,-126000000,Act,Healthcare,FALSE,,0,North
IES.L,Invinity Energy Systems PLC,United Kingdom,194436279.8,91309150.51,-27548632.93,-30207184.16,11952604.65,6060288.377,49074438.88,Act,Industrials,FALSE,,0,North
ELON.ST,Elon AB (publ),Sweden,24964991.23,186851337.2,-3637747.341,-2173015.07,143911507.4,413100902.8,12030348.24,Act,Technology,FALSE,,0,North
NCN1T.TL,Nordecon AS,Estonia,18366694.91,113751000,3827000,7859000,87147000,223925000,-4232000,Act,Industrials,FALSE,,0,North
VLP1L.VL,Vilkyskiu Pienine AB,Lithuania,178328618.5,152326000,21951670,28937000,67844000,245429000,29337000,Act,Consumer Non-Cyclicals,FALSE,,0,North
VNET.L,Vianet Group PLC,United Kingdom,21740419.13,40615965.04,659750.6148,1498766.131,8202012.582,17942201.08,5849367.738,Act,Technology,FALSE,,0,North
DSG.L,Dillistone Group PLC,United Kingdom,4309576.438,8077162.017,48337.29513,199391.3424,4071208.683,5924943.951,-1854943.701,Act,Technology,FALSE,,0,North
KZG.L,Kazera Global PLC,United Kingdom,15350677.45,9618779.725,-3331347.707,-2335365.609,273777.0698,7080.441461,7197268.745,Act,Basic Materials,FALSE,,0,North
METSO.HE,Metso Oyj,Finland,11972223211,7015000000,191606494.6,795000000,4404000000,5026000000,1375000000,Act,Industrials,FALSE,BBB,0,North
MIHO.TE,Miris Holding AB (publ),Sweden,3153312.037,1959916.129,-552973.8401,-462194.9146,1720780.499,1533368.762,-191955.0524,Act,Healthcare,FALSE,,0,North
BOW.L,BOW Street Group PLC,United Kingdom,8909489.087,47786019.21,19358820.79,3341679.665,47409627.85,44171697.09,-3966585.826,Act,Consumer Cyclicals,FALSE,,0.01,North
WIRTEK.CO,Wirtek A/S,Denmark,4234802.996,5098662.381,-112836.2014,409979.7701,2464974.869,9639151.454,785761.0314,Act,Technology,FALSE,,0,North
VAST.L,Vast Resources PLC,United Kingdom,6954858.231,20493278.4,-12754852.95,-10009413.75,25648478.1,1899678.9,-12168821.7,Act,Basic Materials,FALSE,,0.01,North
ORNBV.HE,Orion Oyj,Finland,9873544995,1629100000,102287694.7,452200000,624100000,1542400000,743000000,Act,Healthcare,FALSE,,0,North
AUSS.OL,Austevoll Seafood ASA,Norway,1486796729,4728071874,121300480.8,316819483.2,2206773476,3005535902,1248411536,Act,Consumer Non-Cyclicals,FALSE,,0,North
GLDP.L,Goldplat PLC,United Kingdom,31127699.8,58934054.5,4965749.611,11485656.12,34781488.6,85780728.37,12299906.89,Act,Basic Materials,FALSE,,0,North
AMGA.L,Atlas Metals Group PLC,United Kingdom,3433052.669,1215771.188,-4087509.227,-3786846.417,6442470.827,-349195.8706,-6233549.786,Act,Basic Materials,FALSE,,0.01,North
DRIL.ST,Drillcon AB,Sweden,15186785.14,31699231.94,774023.5819,2364970.122,16662781.96,36241585.7,7664222.666,Act,Basic Materials,FALSE,,0,North
SNWS.L,Smiths News PLC,United Kingdom,194009126.2,213398322.5,9624311.872,46695735.38,217319338.5,1311401607,-3802197.283,Act,Consumer Cyclicals,FALSE,,0,North
SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Sweden,15049845992,6591650876,339438042.2,508676520.3,3071018724,2274016454,49102748.96,Act,Healthcare,FALSE,,0,North
LEVBIO.NGM,Level Bio AB (publ),Sweden,1754515.022,1343127.413,-687812.4352,-706243.4403,978218.9361,2192704.224,76090.82551,Act,Healthcare,FALSE,,0,North
OMIP.L,One Media IP Group PLC,United Kingdom,10697792.79,17915935.39,539816.4726,1393673.27,2854582.568,5786324.441,1266892.847,Act,Consumer Cyclicals,FALSE,,0,North
DNLM.L,Dunelm Group PLC,United Kingdom,1897975119,804810179.4,-7552470.892,253361796.9,642078033.1,2013795559,11092691.62,Act,Consumer Cyclicals,FALSE,,0,North
GCON.ASE,Global Connectivity PLC,Isle of Man,751148.8209,15179119.1,6088082.322,-381864.6316,30210.80946,,403616.4144,Act,Technology,FALSE,,0,North
G5EN.ST,G5 Entertainment AB (publ),Sweden,47174882.33,58251150.27,5173499.205,9619735.099,9819239.22,103734135.9,25961374.77,Act,Technology,FALSE,,0,North
GWMO.L,Great Western Mining Corporation PLC,Ireland,16827643.17,9912663,-1741056,-971913,453837,,-1743,Act,Basic Materials,FALSE,,0,North
NVGS.N,Navigator Holdings Ltd,United Kingdom,1090960135,2106269551,68885090.3,138301425.6,902406563.5,547355246.1,-95033935.1,Act,Energy,FALSE,,0,North
AKVA.OL,Akva Group ASA,Norway,442238724.8,344517817.4,11061232.15,14685789.81,232914925.1,298933969.6,25309950.46,Act,Consumer Non-Cyclicals,FALSE,,0,North
HOCM.L,Hochschild Mining PLC,United Kingdom,2923438971,1595182884,84038129.5,245462235.2,931270553.2,929742499.4,-122822878.1,Act,Basic Materials,FALSE,WR,0,North
GATC.L,Gattaca PLC,United Kingdom,53350048.66,96453723.26,-10688.57749,2558132.879,62839334.68,462617072.8,29601421.55,Act,Industrials,FALSE,,0,North
GENI.ST,Generic Sweden AB (publ),Sweden,40911969.81,7773786.452,769914.5031,2910692.133,2948960.824,15416341,4653402.864,Act,Industrials,FALSE,,0,North
ROVS.CO,Rovsing A/S,Denmark,6322317.639,4739875.063,22263.63885,129290.0473,3374684.823,5265216.469,-266358.9563,Act,Technology,FALSE,,0.01,North
FFARMS.CO,Firstfarms A/S,Denmark,112598398.7,225964702.2,2192593.805,8052474.758,116106351.4,70531138.64,35756351.45,Act,Consumer Non-Cyclicals,FALSE,,0,North
BEGR.ST,BE Group AB (publ),Sweden,30552336.15,255474088.9,-3669600.456,-4019086.214,134027788.1,407762507.8,45083662.74,Act,Basic Materials,FALSE,,0,North
SYS1.L,System1 Group PLC,United Kingdom,45731061.56,22327010.48,2377727.203,3625653.875,9967039.46,35109194.74,10151830.85,Act,Consumer Cyclicals,FALSE,,0,North
SNT.L,Sabien Technology Group PLC,United Kingdom,1194865.726,1065606.44,-618358.5543,-631339.3636,811890.6209,839032.3131,-362282.5881,Act,Industrials,FALSE,,0.01,North
CHEMM.CO,Chemometec A/S,Denmark,861896317.6,90754236.68,8943545.137,22661165.51,14935012.23,54702833.59,52476067.35,Act,Healthcare,FALSE,,0,North
NTBR.L,Northern Bear PLC,United Kingdom,16252964.44,46018904.2,921617.8238,3039701.426,22321162.65,80326946.39,2341470.664,Act,Industrials,FALSE,,0,North
LIAB.ST,Lindab International AB,Sweden,949252913.2,1348228682,-8823994.037,115505042.9,705174887.6,1164049687,216506426.9,Act,Industrials,FALSE,,0,North
SERV.TE,Servana AB (publ),Sweden,494872.717,959163.662,-1295631.075,-1276758.844,587660.3016,422440.9096,453457.7706,Act,Healthcare,FALSE,,0.01,North
SYME.L,Supply@Me Capital PLC,United Kingdom,1662528.192,2519046.244,-4798183.323,-4216864.958,6910076.03,182238.6935,-3103824.837,Act,Industrials,FALSE,,0.01,North
UTG1.ST,Unlimited Travel Group UTG AB (publ),Sweden,24415655.79,25124269.01,-33776164.64,2979540.827,20789335.04,74324611.86,-2000194.363,Act,Consumer Cyclicals,FALSE,,0,North
VTU.L,Vertu Motors PLC,United Kingdom,272501968.1,1913839737,12303125.57,59666946.55,1480398526,5775069443,22733324.84,Act,Consumer Cyclicals,FALSE,,0,North
NIDHOG.TE,Nidhogg Resources Holding AB (publ),Sweden,426751.8727,154454.739,-354164.8981,-354253.3885,74305.29234,25192.3443,78791.94795,Act,Basic Materials,FALSE,,0.01,North
ICEAIR.IC,Icelandair Group hf,Iceland,229867877,1600224882,-19858904,-14980143.1,1340333067,1515795563,-253272502.6,Act,Industrials,FALSE,NR,0,North
AKRBP.OL,Aker BP ASA,Norway,16982589724,40754122110,300378979.6,8389517630,28495788620,11957745410,1594217950,Act,Energy,FALSE,WR,0,North
NWND.ST,New Nordic Healthbrands AB,Sweden,6714693.864,21764575.05,-672672.7121,-388366.0482,12947573.61,48081114.72,7017761.386,Act,Consumer Non-Cyclicals,FALSE,,0,North
GEMD.L,Gem Diamonds Ltd,United Kingdom,6225681.208,337196655.9,3719680.9,17294439.5,121897545.9,148953370.8,27211334.8,Act,Basic Materials,FALSE,,0.01,North
COPN.S,Cosmo Pharmaceuticals NV,Ireland,1254508091,646772000,101136000,149184000,141681000,266788000,153990000,Act,Healthcare,FALSE,,0,North
VISC.ST,Gruvaktiebolaget Viscaria,Sweden,429783155.1,155224099.3,-4211303.38,-4071509.077,15604539.08,,13787213.14,Act,Basic Materials,FALSE,,0,North
FRAS.L,Frasers Group PLC,United Kingdom,3784592857,5203670378,452396583,470852214.3,3015860412,6081013713,1765199371,Act,Consumer Cyclicals,FALSE,,0,North
OBAB.ST,Online Brands Nordic AB,Sweden,26351610.61,24346138.97,-744492.0354,230835.343,9036041.637,31911981.39,4260318.758,Act,Consumer Cyclicals,FALSE,,0,North
